"Year","SITE_ID","Pot_Count","Total_Spot_Count","Total_Spot_Wt_KG","Prop_Lg_by_Wt","Prop_Lg_by_Ct","Est_Wt_Large","Est_Ct_LG","CPUE_All_KG","CPUE_All_LB","CPUE_All_Count","CPUE_Large_KG","CPUE_Large_LB","CPUE_Large_Count"
"2015","4",43.000000,3332.000000,48.970000,0.360121,0.162601,17.635126,541.788617,1.138837,2.510680,77.488372,0.410119,0.904148,12.599735
"2015","5",44.000000,538.000000,7.870000,0.520848,0.222222,4.099079,119.555555,0.178863,0.394322,12.227272,0.093160,0.205382,2.717171
"2015","7",44.000000,435.000000,12.490000,0.788040,0.517857,9.842620,225.267857,0.283863,0.625805,9.886363,0.223695,0.493160,5.119724
"2015","8",44.000000,312.000000,7.400000,0.781326,0.562500,5.781818,175.500000,0.168181,0.370773,7.090909,0.131404,0.289695,3.988636
"2015","9",44.000000,201.000000,10.930000,0.988327,0.935483,10.802423,188.032258,0.248409,0.547642,4.568181,0.245509,0.541250,4.273460
"2016","1",40.000000,3515.000000,109.050000,0.920705,0.824159,100.402968,2896.918960,2.726250,6.010290,87.875000,2.510074,5.533709,72.422974
"2016","10",40.000000,2726.000000,58.820000,0.626836,0.321027,36.870541,875.120385,1.470500,3.241864,68.150000,0.921763,2.032119,21.878009
"2016","2",40.000000,4928.000000,94.160000,0.594092,0.362380,55.939754,1785.810839,2.354000,5.189628,123.200000,1.398493,3.083119,44.645270
"2016","3",39.000000,2630.000000,65.940000,0.769507,0.484472,50.741339,1274.161490,1.690769,3.727469,67.435897,1.301059,2.868316,32.670807
"2016","4",40.000000,2316.000000,34.830000,0.540096,0.302013,18.811554,699.463087,0.870750,1.919655,57.900000,0.470288,1.036798,17.486577
"2016","5",40.000000,1267.000000,21.940000,0.602634,0.337121,13.221805,427.132575,0.548500,1.209223,31.675000,0.330545,0.728719,10.678314
"2016","7",40.000000,1059.000000,26.550000,0.808293,0.597285,21.460199,632.524886,0.663750,1.463303,26.475000,0.536504,1.182778,15.813122
"2016","8",40.000000,993.000000,20.090000,0.471915,0.254335,9.480784,252.554913,0.502250,1.107260,24.825000,0.237019,0.522533,6.313872
"2016","9",40.000000,387.000000,16.014000,0.976075,0.918604,15.630870,355.500000,0.400350,0.882611,9.675000,0.390771,0.861495,8.887500
